id,POI/street
361,/fachr raya/tanah abang b
362,civic center/jl. sahadewa no.7
363,/jl. hijau raya
364,/sos
365,kopwan nita kenanga/
366,gajah mada/
367,/kh has ash
368,/
369,/aes nasu
370,/
371,desa marbau/panca bakti/
372,/
373,toko benang/
374,/
375,/
376,/tera ii
377,bawen bawen/
378,/
379,/
380,/suk ii
381,/
382,/
383,/usman
384,/kota e
385,/
386,/
387,/
388,/
389,/pand rini i
390,/jl. sam ratulsagan 2e/
391,/unt suropati
392,bintang martabak/marg
393,/
394,/buana asri raya timur
395,tani/
396,/bua i
397,/kar indah
398,/kincai perabot
399,/jenderal hug imam santoso
400,/
401,/
402,/pulau bida
403,/heri wara 8
404,/gg. kal
405,/dr. cipto
406,/bambu apus gg. rukun
407,/
408,/
409,/pram
410,/
411,/kra utara
412,/
413,/
414,/s.h. keseh
415,/perum griya/cend raya
416,/keta
417,/raya
418,/
419,/sun mas ten e
420,/raya mauk
421,/kp.curug warna
422,/sat i
423,alec boule timur/
424,/
425,/
426,indo cell/dah tanj
427,/cilan
428,warung jengkol rt.001/
429,dusit mangga dua hotel/man dua raya
430,/
431,/ruko graha indah/jl. gay kebon
432,/
433,/
434,/bengle majalaya
435,utama pasirlayung/
436,/jl jati rawasari rumah susun jatirawasari blok b lantai 2
437,/wonopolo
438,/
439,/
440,/
441,/lor tan raja
442,/jl. ten kar gg. ii
443,/game 5
444,toko anta sari haji ahmad/
445,/vete
446,/
447,mamp prapatan 2/
448,/raya boj ren
449,kios manik pan lebih/
450,/pem
451,bantar gebang/
452,/dukuh kupang ii
453,/
454,/
455,notaris sumardi/
456,/
457,/batur 7
458,/nasi iii
459,/jl. baba prat xxii y
460,/
461,/mil
462,/
463,/
464,/pen
465,/
466,warung teh nyai/
467,/
468,/
469,terminal cijulang/
470,/buana impian 2
471,/
472,/gg. sai
473,/kuni raya
474,/hijas
475,/
476,/h o s tjokroa
477,/raya batujajar
478,/
479,/gg. 1
480,/
481,/
482,/cot darat
483,/bhayan tugu
484,/gg. wari
485,/
486,/
487,/
488,/tanah abang
489,/kryad muraya banda aceh/t pang polem
490,/jl. bumi mas raya
491,/bota gar
492,/haji makritoko kaca amanah/pekayon jaya
493,/pin 6
494,/
495,/
496,/soek hatta
497,cluster grandwood residence/jl. raya kalisuren
498,inspektorat jenderal/
499,/kos sekar tama/soek hatta
500,/pabu
501,/
502,/
503,/lapan
504,setia budi tanjung sari/
505,/raya bal
506,/tanj sa'ar
507,/
508,perumahan bayur sarana indah/
509,/danau
510,/pang besar/sudi mangun dikaran
511,/
512,/
513,griya kenc/
514,/jojo peri 3
515,/komp ruko nag
516,/pemb iv
517,/
518,/kus ban
519,primkop kartika pratama rata yudha/tanah tin barat
520,/teuku umar
521,/
522,/wol mon
523,/tam aji raya
524,/raya sokka
525,/
526,/
527,/
528,/pend
529,/paenrelompoe
530,/kart iv dalam
531,/
532,/
533,/buana impian 2
534,/pem
535,/hayam wuruk
536,/win-e ltc glodok
537,/
538,/raya indra
539,/
540,/raya semi
541,/jl. salak 10
542,/brawi
543,/hos cokr 9
544,/jl cisangkuytaman lansia/
545,/
546,/jl. lan 2
547,/tung
548,/mel
549,/jl. borong indahtaman sari/
550,/
551,/
552,/
553,/jln. suka damai
554,/jl. cikon jl
555,/
556,/gg. kali 2
557,/
558,/sawo
559,/
560,/padma
561,toko pray sewukan/
562,/
563,/
564,mer pondok cabe udik/
565,/pangeran muhamusholla al-ikhwan/
566,wringin agung/
567,/
568,/darm
569,/jl. boule raya grand
570,jamba/
571,/h o s cokr
572,/bukit indah 1
573,/gg. dah
574,/hos. cokr
575,/utan panj iii
576,/gur 4
577,/pram
578,/
579,/kundur barat
580,/kh has ash
581,/muti
582,gajah dem/
583,/
584,/
585,/
586,/
587,/
588,/
589,/
590,md motor/
591,/jalan haji ah
592,dina pesona purbasari pt/haji ism
593,/dhar ix
594,/
595,/
596,/kali sela
597,/gg. setia
598,/cipu raya
599,/
600,/raja xi 9
601,/soek hatta
602,/raya kanda gun
603,/gg. pel 6
604,/lumbu barat raya
605,/sul ageng tirta kunciran indah
606,/jak
607,/
608,/sutir raya
609,/gg. madr 1
610,/cele 1
611,/
612,/
613,/
614,/ahmad yani
615,/dewi sart
616,/ahmad yani
617,/jl jati v
618,/
619,/jl. urip sumoharjo km.4
620,/
621,/
622,/
623,toko kaca/
624,wayan prop seminung muara/
625,/sib dalam 1
626,/
627,/
628,/adi suma
629,/rawa sela gg. angs kampung
630,/
631,/raya leu
632,/
633,/jl. cihanjuang no.km
634,/
635,/
636,mie ayam dan mend/
637,/
638,/raya mauk
639,sewa gaun penga dan make/pulau sera
640,/
641,/
642,simp manak/
643,/
644,children foundation/raya kesa
645,/
646,/
647,/gun singga
648,/smp 1
649,/nga tirto ii
650,joko ting pondoksari nguntoronadi/
651,/
652,/gang tela
653,/jl. de latinos cluster hacienda mexicano
654,/
655,/
656,/
657,/amp iv dalam
658,/cassa
659,/simp stas
660,/kyai has
661,payas bali ukir bitera/
662,/jl .lintas sumatera. jembatan ogan 2(samping
663,/gg. rah
664,/gg. rez
665,/gg. kera helvetia tengah
666,/pad mekar
667,/
668,/
669,/gun pap
670,/jl. kahur 4
671,/
672,/
673,/
674,perumahan wahana/
675,/
676,warung jengkol/
677,/danau elok 9
678,/
679,/jend bas rah
680,/
681,/angs iv
682,/kepundung
683,/
684,/lawang
685,/
686,/cina
687,/taman perm indah 2
688,/jl. manis ii
689,/tebet timur tebet timur iv
690,/
691,/nagrak nag
692,/raya batu
693,/cend
694,/
695,gedog brig katamso/
696,/jend sudi
697,/buntu vii
698,kampung bali/toko/k h fakhr
699,/
700,/
701,/
702,/
703,/
704,/mel indah 3
705,/
706,/cibu
707,/
708,/jend sudi
709,/
710,/
711,/tura barat dalam ii
712,/papa iii
713,/
714,/nusa indah
715,/lem iii
716,/
717,/nusa jaya
718,/
719,/jln raya lapan
720,/
721,/loa kulu
722,/
723,/kend kol
724,/pendrikan kidul rw
725,/merah del v
726,/jl. ambonbsd city/
727,/jaya
728,/
729,/pulau hara
730,/
731,/pon montasik
732,/swad pabu kulon
733,/neg cido
734,visa/kawi
735,green garden blok a14/
736,/wig ten xi
737,/rawa sela 3
738,/
739,/
740,/kisa
741,/
742,/
743,/
744,/prima x
745,/gg. jat
746,/jl. k.z. abidin
747,/
748,/sukomanunggal suko
749,raya mustik/
750,alfamart/
751,/kebun man i
752,/dip
753,/
754,ulak karang selatan jaka/
755,/cik diti gg. mel 3
756,/
757,/jend. a. yani i
758,/
759,/kali baru timur iv
760,/jl. pahlawan
761,ahli gigi dental edy kosim/
762,/cend 1
763,/kena raya
764,apartemen kalibata city tower sakura/
765,/jl. ras said
766,/
767,/
768,rez montor/
769,/margacinta
770,/
771,/pen
772,padat karya/
773,/
774,/
775,/raya mojo
776,/gul
777,/raya gondang
778,/gg. mulia
779,cipta mandiri/jl raya narogong km.18
780,/perumahan grand perm city
781,/
782,rawa cito/jatimelati
783,terminal tidar/kios d.8/
784,/desa boj kulur
785,masjid al-hidayah/
786,/
787,/desa
788,/
789,/cemp raya
790,/
791,/mel raya
792,/
793,stasiun cibinong/jl. padurenan
794,sabila collection/
795,/gg. siaga 1 dalam
796,metta collection/
797,muta allimin/pahl
798,/
799,/
800,/indah lorong
801,/
802,/lin pada tin
803,/jl. h. saa
804,/mang dalam vi
805,/
806,/
807,/seh
808,perumahan permata harmoni/jl. pancawati darawolong
809,/
810,/komp hksn per
811,/
812,griya dadi/
813,/
814,gedung griya sinta lt/jalan tomang raya
815,/gar raya
816,/
817,/flamb
818,/
819,/andi map
820,/
821,/lin suma
822,/baba loa
823,/kamp seula heu
824,/
825,martinah suma/
826,/
827,idola family/
828,/
829,palm spring regency/
830,/
831,/pur
832,/
833,/
834,/sawo kecik 3
835,/
836,/kayu gede 1
837,/desa seng
838,/
839,/
840,/flamb 1
841,/ir. h. jua
842,/
843,/
844,/ir. sut
845,/jl. gajahmada ruko
846,/paus
847,/cibuntu raya setu
848,/raya
849,/
850,/
851,/jl. raya duri
852,ani/
853,/kemb kun kulon
854,medan belawan/
855,/duri pasar
856,/gent besar
857,/kendeng vi
858,/gang damai
859,/
860,/
861,/pand lima raya
862,/
863,/
864,/serd ba 1
865,/danau biru
866,pondok karya agung blok da/
867,/kolo sugi
868,/
869,/jl. subarang koto baru (ampera batu kudo)
870,/sema raya teluk
871,/
872,/gg. kelu
873,/unt suro
874,/
875,hotel mira/pang sudi
876,/komp pergud tanjung sari
877,/perum bmi
878,/imbanagara raya raya imb
879,/jl. brigjen sudiarto ruko pancasila no.8
880,/
881,/
882,/
883,/
884,/
885,masjid al muawanah/
886,/
887,/cih
888,/
889,/lant tipo
890,bakso salam 165/raya mabes hankam
891,griya melati mas extension/
892,/
893,/
894,/
895,datu ayam taliwang/
896,/kep tabam
897,/
898,/
899,/ranu
900,/raya bat barat
901,/cari
902,/
903,/soek hatta
904,/
905,/soek hatta
906,/vete
907,/
908,/bukit permata asri
909,/ruko new zamrud f2/jl. a. p. petta
910,pak kardi ser/
911,/
912,/
913,/raya laswi
914,/
915,/kemiri
916,/madang mahk ruby
917,/
918,/pawiy luhur
919,/jl. pendaratan udang no.10
920,/
921,gajah mada/
922,/dr. set cidadap
923,/kerung- barana
924,/pin perak iipondok pinang kebayoran/
925,/
926,/raya ked asem
927,/cari
928,/
929,/
930,/gg. delta
931,/mas ar rau
932,toko pak asep/purba iv
933,/
934,rudi putra banjaran/
935,/jl. suka karya 26
936,/dip
937,/
938,/
939,/arj 3
940,warkop bu tutik/
941,/
942,ilham/
943,/swad 1
944,perumahan buana/
945,/
946,/
947,/gg. danau
948,/dip
949,/
950,jaya abadi cv/raya jab
951,/
952,toko permata 29/raya babat
953,/
954,/
955,/
956,/
957,/k h mansur anwar
958,/
959,/
960,/
961,/jl. raya narogong pangkalan 8
962,/pramb ii
963,/
964,/lebak rejo
965,/seteko tasik
966,/perum green gar
967,/puri 13
968,/
969,/mas benda
970,/dewi sart barat
971,/
972,/kh.m
973,/
974,/rt01
975,/
976,/
977,/wono
978,/
979,/
980,frisca cell/h. o. s. cokr
981,/trun 2
982,/bromo
983,/
984,/wiy baru 3
985,/
986,/zam vii
987,/gg. vii
988,/kuri
989,bb 17/
990,jati agung isl full day school/
991,/
992,/gg. banda
993,/
994,/
995,/
996,/rafl iii
997,/
998,/
999,/pus v 1 gisikdrono 2
1000,/
1001,/
1002,/
1003,detris salon/patmosu
1004,/
1005,/
1006,/
1007,/p. yapen 1
1008,/
1009,/sido iv
1010,/haji dar cik
1011,/cemp mas barat
1012,/kepu dalam
1013,/manu
1014,/
1015,/
1016,wisma jayalaras/
1017,/
1018,/
1019,/ang via
1020,jatimulya sektor melati/jl. boule grand depok
1021,/
1022,/
1023,/ujung menteng ment utama 1 7
1024,/mete raya
1025,/
1026,/prof. mokh. yamin
1027,/ivo wedd
1028,toko imuk wiyung/gang taman bha
1029,/suko rejo
1030,/
1031,/
1032,/
1033,/garn
1034,/
1035,/olah
1036,/
1037,/
1038,/ker
1039,/kepol mah
1040,/raja
1041,/taman palem raya
1042,/
1043,/desa harjam
1044,/komp perum jiep
1045,nasi 1 plosowahyu/
1046,warung bu lisma dpn pos 2/pt.kli
1047,/ban
1048,jalan galur sela/
1049,/
1050,/
1051,/jend sudi
1052,/raya made
1053,/
1054,/gun maha
1055,warung paru simbok/
1056,nusan/
1057,/
1058,sdn 03/
1059,/gg. i
1060,/
1061,/
1062,/
1063,/merb
1064,/baro
1065,/
1066,/
1067,/pajaj i
1068,/war mie ayam manyar
1069,/
1070,/kubis ii
1071,/
1072,/cemp v waluya
1073,salon mukti/tel ram
1074,/muti gad timur
1075,/m dar
1076,/jln budi utomo
1077,/kenj
1078,/
1079,/
1080,/
1081,kedungmundu tegal/
1082,/
1083,/
1084,kios amelia/bati-bati
1085,jalan papanggungan kpad/
1086,/
1087,/ir. h. jua
1088,mash 44 pucung/
1089,/kamp rawa baru
1090,/praja dalam k
1091,/
1092,/
1093,erfina kencana regency/
1094,/smp negeri singa
1095,/
1096,/al hurri
1097,/
1098,coklat asiik/
1099,/apotek zentrum rawama/cipi baru raya
1100,wisata bukit mas 2/h2-du lyon/
1101,/
1102,/
1103,/mayor salim batu
1104,/
1105,/suka dalam
1106,/
1107,/
1108,/rawa kuc ii
1109,/
1110,/
1111,/
1112,/
1113,/gg. mark 2-27 sitirejo iii
1114,/pad timur iv
1115,/jl. pasar
1116,/raja kecik
1117,/batur raya
1118,/
1119,/
1120,/
1121,/
1122,cleaning kemu/
1123,/puri
1124,/
1125,/jend ahmad yani
1126,/pulo prap raya
1127,/pajak kawat
1128,/
1129,/maru timur
1130,/
1131,/
1132,/gg. jai
1133,/kh. has asy'
1134,rm 28/mawar iii
1135,/pon serut iv
1136,verdian par/
1137,/pen mari
1138,/gg. has 2
1139,/
1140,/jl. anwar
1141,/kel. ratu jaya
1142,/
1143,/
1144,/
1145,sd muhammadiyah/
1146,/
1147,/sanj raya
1148,/
1149,/
1150,/
1151,/sla riy
1152,jl.t laksanamekar/
1153,/teru h. nawi malik
1154,/
1155,/kel 49 petisah hulu
1156,/
1157,/rt01 rw01
1158,/
1159,/salemba ten
1160,/gg. pel 2
1161,/kes ii
1162,/
1163,/dip
1164,/taxi
1165,/
1166,/jl. dip
1167,/utan kayu utara man vii
1168,toko rohidin keramasan/
1169,/gg. gn. pera 2
1170,mandiri/peru
1171,jentu/ban
1172,/sumur batu gg. sumba 2
1173,/ibra singad
1174,/
1175,/sut cem 4
1176,gal cv/leg
1177,/
1178,/jl. pal xi
1179,/kaliuntu nuri
1180,/
1181,/
1182,bust awipari/
1183,/raya inkopad
1184,/bunga tero
1185,/
1186,/keboansikep sema 1
1187,perum bukit/
1188,/indra
1189,/villa muti cika
1190,/gg. mak
1191,/kota bambu utara kre
1192,/bahari i
1193,/vete
1194,/p. dipone
1195,/jl.gelatik raya
1196,/baloi permai
1197,/gg. rw
1198,/pon bambu batas
1199,ist motor/prof. dr. saha
1200,/
1201,/mas babuss
1202,/wij kus ii
1203,/jl taman barat
1204,/manukan loka
1205,rw.007. kelurahan/
1206,/
1207,/perm
1208,/
1209,/
1210,/
1211,/
1212,/peda aq. algi
1213,/
1214,/pon serut 2
1215,/
1216,/
1217,/
1218,/kebon kac 41
1219,/
1220,/
1221,/jl yos sudarso
1222,/komp dpr 2
1223,/
1224,/taman pahl
1225,/
1226,/angg bulan
1227,/
1228,/
1229,rumah ellwa/sunan ampel
1230,/
1231,/ahmad yani
1232,/
1233,/
1234,/
1235,/raya pad luwih
1236,/
1237,/
1238,/
1239,/
1240,/jl. kelabat
1241,/bukit gad raya
1242,/airla
1243,/gang budi utomo
1244,/
1245,/muha yamin
1246,/tan v
1247,man/
1248,/
1249,/raya blora - purwo
1250,/raya hanj
1251,/spa irian barat
1252,12 jogja - solo/
1253,/jalan ment ii
1254,/
1255,/
1256,/pahl
1257,/kem raya
1258,/
1259,/jatireja
1260,/
1261,/kemu raya
1262,/
1263,/gg. suk
1264,cate cahaya/tanj burung utama
1265,/dah ii
1266,toko visco/
1267,/gg. hro
1268,/tak gen
1269,/kena
1270,/jl. karimun jawaperumahan nihan estate/
1271,musholla nurul khik/
1272,/
1273,/
1274,/panj
1275,/pelabuhan speadboat
1276,sal cell/
1277,/
1278,/
1279,lapangan fut tera/
1280,/
1281,/del iv
1282,/
1283,/
1284,/
1285,/kal
1286,kil padi/a sudung hutagu aek nauli ii
1287,/
1288,/jl. bun
1289,/ujung bogor utara -
1290,/kar ii
1291,/
1292,roxy cell 1/roxy mas
1293,/
1294,/
1295,/gg. anjas
1296,bukit dago/
1297,/
1298,/
1299,/
1300,/jl. jendral ahmad yani no.669
1301,/mer sela
1302,/
1303,/
1304,/
1305,/
1306,/kota bambu selatan
1307,/
1308,/haji ibra
1309,/gg. 9
1310,/haji baron
1311,/
1312,/
1313,/
1314,ayid coffe/
1315,/gar raya
1316,margamulya prop 8/
1317,/
1318,/
1319,/yos suda
1320,/
1321,/
1322,/
1323,/
1324,/
1325,/
1326,/dr sut
1327,/
1328,/raya petukangan utara
1329,/puske
1330,salon mata/sorom
1331,/
1332,/
1333,/
1334,/
1335,/
1336,/ger gitj
1337,/
1338,/satu barat v
1339,/
1340,/
1341,/
1342,/raya semp
1343,/arga barat i
1344,asrama bondan pondok pesantren kempek/
1345,/
1346,/
1347,/gg. mas plaosan
1348,/suka
1349,/tolo
1350,/-b rejo
1351,/desa pada
1352,/
1353,/
1354,/gang 3
1355,/kph perhutanibandung selatan/jalan cirebon
1356,/patr 2
1357,subur jagakarsa/
1358,resort blok c10/
1359,/
1360,/da ba ii
1361,/suka mulya
1362,/
1363,nase lama/let her
1364,/sema raya
1365,/urip sumoharjo
1366,/
1367,/jl kebun raya cibodas
1368,/
1369,/
1370,/
1371,/
1372,/
1373,/ahmad yani timur
1374,suryagita sarana jaya/mul
1375,/berl 6
1376,/
1377,dokter gigi siti solekah brig/
1378,office building (robin/jl. madukoro raya no.8
1379,/
1380,/nan cihapit
1381,jus amanda/laksa muda adi suci
1382,/
1383,/
1384,/raya gent
1385,/
1386,/pon raya
1387,/jl. dek set
1388,green bay/
1389,/
1390,stasiun tangerang pos (walka/jln. warnasari 2
1391,/
1392,/
1393,/nuri lll 7
1394,/
1395,/mah vi
1396,/
1397,/gg. arj
1398,/d1 buntu
1399,/
1400,/drup 1
1401,/
1402,/art utara 7
1403,/bel
1404,/pahlawan 1
1405,/h. kat
1406,/
1407,/simo xii
1408,/
1409,/merd
1410,/
1411,/rusun
1412,/indah
1413,/
1414,/
1415,/jl. pan
1416,/mulia 1
1417,/
1418,/komp vil
1419,/
1420,/
1421,/gang sepat
1422,/
1423,/palem ii
1424,/
1425,/man 2
1426,/lor sun tawar 3
1427,/gg. alhi bangka
1428,/abdu i
1429,/gang xxxv
1430,/
1431,warkop cang/raya kate
1432,/taman keba indah
1433,/ahmad yani
1434,/
1435,/ir. soek
1436,/
1437,/asem jaya
1438,/
1439,/
1440,/
1441,/lor man
1442,/
1443,/
1444,casablanca mansion/
1445,/
1446,/
1447,/
1448,/gang jawa
1449,/
1450,/
1451,/darat lasi i
1452,toko pudak niki enak/sindu
1453,/peru sari
1454,/
1455,/
1456,/
1457,/
1458,/
1459,/
1460,/
1461,/lang raya
1462,/
1463,/
1464,/murai
1465,/
1466,/
1467,/
1468,"/jl. tam asri, gg. 24"
1469,/lili agus
1470,/
1471,/gun bal
1472,/raya han
1473,/
1474,/bin raya 1
1475,/
1476,alfa bukit cinere/
1477,kantor dpmd kabupaten/jl. soekarno hatta
1478,/g a
1479,/jend. ahmad yani
1480,/
1481,/geluran raya gelu
1482,/merd
1483,/sate timur ii
1484,/
1485,/
1486,/mel raya
1487,toko beras jembar baro/
1488,/gg. anjas
1489,/
1490,/
1491,/raya solok - padang
1492,jalan kamboja/gang flamboyan samping rptra kebon pala kamar no.3 kecamatan makasar
1493,/jl. tb simatupang
1494,/lkr blim indah
1495,/
1496,/
1497,/
1498,/rt005.
1499,/
1500,/pen
1501,/m. kahfi 1
1502,andi cammi/
1503,/gg. palem i
1504,/mej i
1505,/kec raya
1506,/
1507,pati nusaniwe/(nusanive
1508,/
1509,/
1510,/
1511,/gg. imam bon
1512,/
1513,/erma
1514,/
1515,toko yuli/
1516,ratna niaga/
1517,/dur ti r
1518,/
1519,/gun rinj i
1520,/
1521,/
1522,/kyai
1523,/
1524,/gg. iii e keputih sukolilo
1525,/lor 11
1526,/waru jaya 1
1527,dokter atik triwula/sura
1528,/
1529,/mukti 1
1530,/2 dukiduk
1531,/gg. mawar
1532,/bat indah iii
1533,/kebon kos xvi
1534,/jl. suka karya ii serua indah ciputat
1535,/
1536,/
1537,tan 17b/
1538,/
1539,/lum 3
1540,/
1541,star ket/
1542,/
1543,/
1544,/
1545,/hayam wuruk
1546,/raya bua
1547,/
1548,/
1549,/sawe
1550,/
1551,/
1552,/
1553,massa tani/
1554,/
1555,/
1556,toko panter/kar lem
1557,/
1558,/
1559,/jl. nusan
1560,/wij kus 2
1561,masjid lewi/
1562,rin sari/
1563,/h.ja
1564,/jl. temenggung gergaji
1565,/
1566,/
1567,/
1568,gerbang permai/
1569,/
1570,/gun sah 11
1571,/
1572,/
1573,/taman palem lestari
1574,warung nasi kadi/
1575,meniq salon/pus
1576,/
1577,/
1578,/jend urip sumoh
1579,/
1580,/
1581,/
1582,/ramb
1583,batagor laris warta/
1584,/kebon jeruk
1585,cafe telukbetung barat/
1586,/hos cokroam
1587,mangga dua selatan/
1588,/kla jati
1589,/
1590,/jl. gaj gg. istiq 17
1591,/
1592,/aster 1
1593,/
1594,/
1595,/
1596,/ramb 8
1597,/bambu apus bambu hitam
1598,/imam bon
1599,/kre raya
1600,cigadung desa ambul/
1601,/
1602,/
1603,/gg. i
1604,/
1605,/pluit barat 7
1606,/
1607,ungaran terb lor/
1608,/
1609,/
1610,/gg. ramb
1611,/
1612,/janu
1613,/komp 2
1614,panti pijat/tunanetra berij ambarmata/ling jati
1615,/
1616,/gg. h. ger
1617,/jl. ikan gurami
1618,/
1619,/
1620,/
1621,kios beras apis/
1622,raden saleh 1/
1623,/
1624,homestay mama juan/
1625,/let supr
1626,/
1627,/
1628,/
1629,/
1630,/kra i
1631,/
1632,/katu
1633,tani aman gg/al amin/
1634,/
1635,/bar raya
1636,/hilir ii gg. keto
1637,asrama komplek zeni rt003rw008/
1638,/kup xix
1639,/
1640,raden ajeng kart/
1641,/
1642,/
1643,/
1644,/
1645,/gg. h. main
1646,/
1647,/jl. kead raya
1648,/
1649,/pon jaya
1650,/
1651,/
1652,/
1653,/ban sari
1654,/raya punggur gajah
1655,/
1656,/bal i
1657,/kamp peka
1658,/
1659,praja motor 3 menur/
1660,/gib babershop
1661,cipta karya gang azizi/
1662,/gg. darw
1663,asrama brimob cilincing blok n/
1664,/
1665,toko ak/kaw
1666,sma kris al falah cibinong/
1667,/perumahan golden land
1668,/asam i 3 lere
1669,/
1670,/
1671,komplek cigadung greenland/bandung
1672,panibungan desa./
1673,/
1674,/
1675,/laksa 4
1676,/dr. sut
1677,/
1678,/
1679,/mah iii
