id,POI/street
266,/baru
267,/nasi 23
268,/musi 3
269,/pesa
270,/sent
271,/
272,/merp
273,/hilir
274,/xvii
275,/
276,/matr dalam
277,/
278,/
279,/kenc
280,/padema timur
281,/
282,/
283,/
284,/
285,/
286,/jl.brigjend katamso
287,/
288,/jl. re. martadinata
289,/
290,/haji asm
291,/
292,/gg. pd
293,/
294,/alun-
295,/
296,/setia
297,/gg. 4
298,/
299,/
300,/let. tuki
301,/
302,/
303,/bunga ram i
304,/kali ten xvii
305,/
306,/suka 4
307,/
308,/keri
309,/
310,/
311,/
312,/daksa barat
313,/raya kar sela
314,/kar
315,/elang
316,/joglo raya
317,/gg. ang
318,/ken
319,/haji m joni
320,/
321,/
322,/vete
323,/jl. dr. wahi sudi itoko kelontong/
324,/
325,/makam
326,/jalan raya casablanca
327,/
328,/
329,/merd
330,/raden inten ii
331,/
332,/
333,/baru
334,/sisw
335,/
336,/
337,/
338,/
339,/jl jend sudi
340,/per
341,/agung utara
342,/
343,/nasi iii
344,/dr. wahi s
345,/alhid
346,/kh. yasin
347,/
348,/
349,/kedam
350,/
351,/kamp bal sela
352,/mas
353,/
354,/gg. gajah mada
355,/
356,/raya rancas
357,/raya pulu
358,/gg. nan
359,/
360,/
361,/fachr raya
362,/jl. sahadewa
363,/jl. hijau raya
364,/sos
365,/
366,/
367,/
368,/kp.tla gun
369,/nasu
370,/uday
371,/desa
372,/pilangsari
373,/
374,/
375,/maha iii
376,/tera ii
377,/
378,/mawar ii
379,/
380,/suk ii
381,/nak 4a
382,/
383,/usman
384,/
385,/
386,/raya pai
387,/
388,/kenc
389,/
390,/jl. sam ratul/jl. sagan
391,/
392,/marg
393,/
394,/
395,/tani
396,/
397,/kar indah
398,/perabot
399,/
400,/
401,/med utara iii
402,/bida
403,/
404,/gg. kal
405,/dr. cipto
406,/
407,/
408,/brand iv
409,/pram
410,/
411,/kra utara
412,/melati iii
413,/sea
414,/
415,/cend raya
416,/keta
417,/
418,/
419,/
420,/raya mauk
421,/
422,/sat i
423,/
424,/
425,/
426,/
427,/cilan
428,/
429,/man dua raya
430,/raya mayor/atm
431,/jl. gay kebon
432,/
433,/
434,/
435,/
436,/jl jati
437,/wonopolo
438,/
439,/
440,/
441,/
442,/jl. ten kar gg. ii
443,/game
444,/
445,/vete
446,/
447,/
448,/raya boj
449,/
450,/pem
451,/
452,/
453,/
454,/
455,/duren
456,/
457,/danau batur 7
458,/nasi iii
459,/jl. baba prat xxii
460,/
461,/mil
462,/
463,/
464,/pen
465,/pen timur i
466,/peri kem
467,/vlll
468,/
469,/
470,/
471,/
472,/
473,/kuni raya
474,/hijas
475,/madr
476,/
477,/raya batujajar
478,/trik
479,/gg. 1
480,/
481,/ahmad yani
482,/
483,/
484,/gg. wari
485,/
486,/
487,/
488,/
489,/
490,/jl. bumi mas rayakomplek bumi persada/
491,/
492,/haji makri
493,/pin
494,/
495,/
496,/soek hatta
497,/jl. raya kalisuren
498,/
499,/soek hatta
500,/pabu
501,/pamij
502,/suci
503,/
504,/budi
505,/
506,/
507,/palebon iv
508,/
509,/danau
510,/
511,/
512,/
513,/
514,/
515,/
516,/pemb iv
517,/
518,/
519,/
520,/teuku umar
521,/sido
522,/
523,/
524,/raya sokka
525,/pajaj
526,/
527,/
528,/pend
529,/bulukumba
530,/
531,/
532,/
533,/
534,/pem
535,/wuruk
536,/
537,/
538,/raya indra
539,/
540,/raya semi
541,/jl. salak 10
542,/brawi
543,/
544,/
545,/
546,/jl. lan
547,/tung
548,/mel
549,/jl. borong indah
550,/wac
551,/bel i
552,/mal raya
553,/jln. suka damai
554,/jl. cikon
555,/tri
556,/
557,/
558,/sawo
559,/angg dalam
560,/
561,/
562,/
563,/
564,/
565,/
566,/
567,/kesa dalam
568,/darm
569,/jl. boule raya
570,/jamba
571,/
572,/bukit indah
573,/gg. dah
574,/hos. cokr
575,/
576,/gur 4
577,/pram
578,/
579,/
580,/kh has ash
581,/
582,/gajah dem
583,/pkp
584,/
585,/mar
586,/
587,/
588,/jl.li timur
589,/jela madya utara
590,/
591,/
592,/haji ism
593,/dhar ix
594,/rad sal gg. h
595,/tukad bar i
596,/
597,/gg. setia
598,/cipu raya
599,/h. sai
600,/raja xi
601,/
602,/raya kanda
603,/gg. pel 6
604,/lumbu barat raya
605,/
606,/jak
607,/
608,/sutir raya
609,/gg. madr
610,/cele 1
611,/
612,/jl. faq usm
613,/
614,/ahmad yani
615,/dewi sart
616,/ahmad yani
617,/jl jati v
618,/
619,/jl. urip
620,/
621,/topaz raya
622,/lin timur
623,/
624,/
625,/sib dalam 1
626,/wadas
627,/
628,/
629,/
630,/
631,/raya leu
632,/
633,/
634,/
635,/
636,/
637,/resid
638,/
639,/pulau sera
640,/
641,/lamt
642,/
643,/
644,/raya kesa
645,/laks
646,/
647,/gun singga
648,/
649,/nga tirto ii
650,/
651,/
652,/gang tela
653,/jl. de
654,/suy
655,/
656,/
657,/amp iv
658,/cassa
659,/
660,/
661,/
662,jembatan ogan/
663,/gg. rah
664,/gg. rez
665,/gg. kera
666,/pad mekar
667,/
668,/
669,/gun
670,/jl. kahur 4
671,/
672,/
673,/
674,perumahan wahana/
675,/
676,/
677,/
678,/
679,/jend bas rah
680,/pem
681,/angs iv
682,/kepundung
683,/jalan raya banja
684,/lawang
685,/
686,/cina
687,/taman perm indah 2
688,/jl. manis ii
689,/tebet timur iv
690,/
691,/nag
692,/raya batu
693,/
694,/cangu
695,/
696,/jend sudi
697,/
698,/
699,/
700,/
701,/
702,/
703,/
704,/
705,/
706,/cibu
707,/
708,/jend sudi
709,/jl. aria putra
710,/bobo
711,/
712,/papa iii
713,/
714,/nusa indah
715,/lem iii
716,/
717,/
718,/
719,/
720,/
721,/75571
722,/gemb sawah iii
723,/kol
724,/arj
725,/
726,/jl. ambon
727,/jaya
728,/
729,/pulau hara
730,/
731,/
732,/kulon
733,/
734,/kawi
735,/
736,/wig ten xi
737,/rawa sela 3
738,/
739,/
740,/kisa
741,/
742,/
743,/
744,/prima x
745,/gg. jat
746,/jl. k.z. abidin
747,/
748,/suko
749,/raya mustik
750,/
751,/
752,/dip
753,/jl. rawa
754,/
755,/
756,/
757,/jend. a. yani i
758,/raya cika
759,/
760,/jl. pahlawan
761,/
762,/cend 1
763,/kena raya
764,/
765,/jl. ras said
766,/
767,/nan
768,/raya jek
769,/margaluyu
770,/
771,/pen
772,/
773,/
774,/
775,/
776,/gul
777,/raya gondang
778,/gg. mulia
779,/jl raya narogong
780,/
781,/
782,/
783,/
784,/desa boj kulur
785,/
786,/
787,/
788,/
789,/cemp rayahaka teknik/
790,/
791,/mel raya
792,/
793,stasiun cibinong/jl. padurenan
794,/
795,/gg. siaga
796,/
797,/pahl
798,/
799,/macc ra
800,/
801,/sutra
802,/lin pada tin
803,/jl. h. saa
804,/mang dalam vi
805,/cend btn
806,/
807,/seh
808,/jl. pancawati
809,/pln
810,/
811,/pulogadung
812,/
813,/dongk
814,/jalan tomang raya
815,/gar raya
816,/
817,/flamb
818,/
819,/
820,/
821,/lin suma
822,/
823,/
824,/
825,/
826,/gg. ulun suan
827,/
828,/
829,/
830,/
831,/pur
832,/makmur
833,/
834,/
835,/
836,/
837,/
838,/
839,/
840,/flamb 1
841,/ir. h. jua
842,/
843,/kasu
844,/ir. sut
845,/jl. gajahmada
846,/paus
847,/setu
848,/cisan raya
849,/
850,/
851,/jl. raya duri
852,/
853,/
854,/
855,/
856,/
857,/kendeng vi
858,/
859,/mojo iii
860,/
861,/
862,/
863,/gar
864,/
865,/
866,/
867,/
868,/raya keb
869,/jl. subarang
870,/sema raya
871,/
872,/gg. kelu
873,/
874,/jl. pramuka
875,/pang sudi
876,/
877,/
878,/
879,/jl. brigjen
880,/
881,/pir
882,/ser
883,/gar
884,/
885,/
886,/siliw
887,/
888,/ren
889,/
890,/raya mabes hankam
891,/
892,/g. kisa
893,/
894,/
895,/
896,/fadilah ii
897,/jati
898,/jatil vi
899,/ranu
900,/
901,/cari
902,/
903,/
904,/cis kulon viii
905,/soek hatta
906,/vete
907,/
908,/
909,/jl. a.
910,/
911,/
912,/
913,/
914,/
915,/kedon
916,/
917,/raya bek
918,/pawiy luhur
919,/jl. pendaratan udang
920,/
921,/gajah mada
922,/dr. set
923,/
924,/pin perak ii
925,/pejan
926,/
927,/cari
928,/lawu
929,/sekip
930,/gg. delta
931,/
932,/purba iv
933,/boule
934,/adi suci
935,/jl. suka karya
936,/dip
937,/alba raya
938,/
939,/arj 3
940,/
941,/puma
942,/
943,/swad 1
944,perumahan buana subang/
945,/cip
946,/
947,/gg. danau
948,/dip
949,/
950,/
951,/
952,/
953,/
954,/baba
955,/
956,/
957,/
958,/pahl
959,/
960,/baba
961,/jl. raya
962,/pramb ii
963,/
964,/rejo
965,/tasik
966,/
967,/puri 13
968,/pes
969,/
970,/
971,/
972,/
973,/lin ten sumatera
974,/
975,/
976,/lin ten suma
977,/wono
978,/suko
979,/cipa
980,/
981,/trun 2
982,/bromo
983,/cer
984,/wiy baru 3
985,/perm jin
986,/zam vii
987,/gg. vii
988,/kuri
989,/bb
990,/jeruk
991,/
992,/gg. banda
993,/
994,/fauzi
995,/puspa
996,/rafl iii
997,/haji kidi
998,/
999,/pus v
1000,/amba
1001,/jend bas rah
1002,/band
1003,/patmosu
1004,/cen
1005,/bal dalam
1006,/jalan pajonga
1007,/p. yapen 1
1008,/
1009,/sido iv
1010,/
1011,/
1012,/kepu dalam
1013,/manu
1014,/sema
1015,/sam
1016,/jl.jayalaras jl.gkpn.
1017,/jan
1018,/
1019,/
1020,/jl. boule grand depok
1021,/
1022,/dean
1023,/
1024,/mete raya
1025,/
1026,/
1027,/
1028,/
1029,/
1030,/kem
1031,/
1032,/
1033,/
1034,/
1035,/olah
1036,/
1037,/tanj alang
1038,/ker
1039,/kepol mah
1040,/raja
1041,/taman palem raya
1042,/
1043,/
1044,/
1045,/
1046,/
1047,/ban
1048,/jalan galur sela
1049,/
1050,/
1051,/
1052,/raya made
1053,/
1054,/
1055,/haji batong raya
1056,/nusan
1057,/
1058,/
1059,/gg. i
1060,/
1061,/
1062,/
1063,/merb
1064,/baro
1065,/
1066,/
1067,/pajaj i
1068,/
1069,/mahakam
1070,/kubis ii
1071,/
1072,/cemp v
1073,/tel ram
1074,/
1075,/m dar
1076,/
1077,/kenj
1078,/
1079,/
1080,/
1081,/
1082,/dr ir haji
1083,/
1084,/
1085,/
1086,/
1087,/ir. h. jua
1088,/mash
1089,/
1090,/
1091,/
1092,/gajah mada
1093,/
1094,/
1095,/
1096,/
1097,/
1098,/
1099,/
1100,/
1101,/
1102,/
1103,/
1104,/
1105,/suka dalam
1106,/puc rum
1107,/
1108,/rawa kuc ii
1109,/
1110,/tum wir
1111,/
1112,/
1113,/gg. mark
1114,/pad timur iv
1115,/jl. pasar
1116,/
1117,/batur raya
1118,/pem
1119,/
1120,/bek timur vi
1121,/
1122,/
1123,/
1124,/per
1125,/jend ahmad yani
1126,/
1127,/mes
1128,/
1129,/maru timur
1130,/
1131,/
1132,/gg. jai
1133,/kh. has
1134,/
1135,/haji kat pon serut iv
1136,/
1137,/
1138,/gg. has
1139,/
1140,/jl. anwar
1141,/
1142,/sumoroto
1143,/
1144,/
1145,/
1146,/
1147,/sanj raya
1148,/
1149,/
1150,/
1151,/sla riy
1152,/jl.t
1153,/
1154,/
1155,/kel
1156,/tukad batang
1157,/
1158,/
1159,/salemba ten
1160,/gg. pel
1161,/kes ii
1162,/gamp iv
1163,/dip
1164,/
1165,/baru ii
1166,/jl. dip
1167,/man vii
1168,/keram
1169,/gg. gn. pera
1170,/peru
1171,/
1172,/
1173,/singadsiti aenah/
1174,/
1175,/
1176,/leg
1177,/con raya
1178,/jl. pal xi
1179,/nuri
1180,/
1181,/ploso ii
1182,/k.h. bust
1183,/
1184,/
1185,/
1186,/
1187,/
1188,/indra
1189,/cika
1190,/gg. mak
1191,/kre
1192,/
1193,/vete
1194,/
1195,/jl.gelatik raya
1196,/
1197,/
1198,/
1199,/prof. dr. saha
1200,/
1201,/
1202,/wij kus ii
1203,/jl taman barat
1204,/
1205,/
1206,/graha per x
1207,/
1208,/
1209,/
1210,/mej sela iv
1211,/syah
1212,/
1213,/
1214,/
1215,/
1216,/
1217,/
1218,/
1219,/
1220,/taru
1221,/jl yos sudarso
1222,/
1223,/
1224,/
1225,/
1226,/angg bulan
1227,/jl pembina 4komplek griya rahayu/
1228,/indah raya
1229,rumah ellwa/
1230,/
1231,/ahmad yani
1232,/cima i
1233,/
1234,/
1235,/raya pad luwih
1236,/
1237,/
1238,/
1239,/
1240,/jl. kelabat
1241,/
1242,/airla
1243,/
1244,/
1245,/muha yamin
1246,/
1247,/
1248,/
1249,/
1250,/raya hanj
1251,/
1252,/
1253,/jalan ment ii
1254,/haji nas ii
1255,/hara jaya
1256,/pahl
1257,/
1258,/
1259,/kamp dusun jati
1260,/
1261,/
1262,/
1263,/gg. suk
1264,/tanj burung utama
1265,/dah ii
1266,/
1267,/
1268,/pan raya
1269,/kena
1270,/jl. karimunperumahan nihan estate/
1271,/
1272,/
1273,/muja
1274,/panj
1275,jembatan ampera/
1276,/raya cican
1277,/suman
1278,/bato
1279,/
1280,/lin timurtoko hawai/
1281,/del iv
1282,/raya pen
1283,/kebon kel
1284,/
1285,/kal
1286,/
1287,/d to
1288,/jl. bun
1289,/
1290,/kar ii
1291,/
1292,/
1293,/
1294,/
1295,/gg. anjas
1296,/
1297,/
1298,/suko
1299,/
1300,/jl. jendral
1301,/mer sela
1302,/
1303,/
1304,/tenggiri
1305,/bams
1306,/kota
1307,/
1308,/haji ibra
1309,/gg. 9
1310,/haji baron
1311,/kar empat 12
1312,/gar vi
1313,/
1314,/
1315,/gar raya
1316,/prop
1317,/
1318,/bar
1319,/yos suda
1320,/perjuangan
1321,/
1322,/
1323,/
1324,/
1325,/ruhui rah
1326,/dr sut
1327,/kamp gun batu
1328,/haji much raya
1329,/puske
1330,/sorom
1331,/
1332,/
1333,/kh. moch. mans
1334,/
1335,/
1336,/
1337,/
1338,/satu barat v
1339,/
1340,/kenc iii
1341,/gg. swad
1342,/
1343,/arga barat i
1344,/
1345,/
1346,/pasar
1347,/gg. mas
1348,/suka
1349,/
1350,/raya bekri
1351,/
1352,/
1353,/
1354,/
1355,/
1356,/patr 2
1357,/gg. subur
1358,/
1359,/ketin sela
1360,/da ba ii
1361,/
1362,/raya cija
1363,/let her
1364,/sema raya
1365,/
1366,/
1367,/jl kebun
1368,/
1369,/
1370,/hida
1371,/
1372,/pulo
1373,/ahmad yani
1374,/mul
1375,/
1376,/angg ii
1377,/
1378,/jl. madukoro raya
1379,/
1380,/
1381,/
1382,/saleh
1383,perumahan griya setia/
1384,/raya gent
1385,/para iii
1386,/pon raya
1387,/jl. dek set
1388,/jl. pluit
1389,/
1390,/jln. warnasari
1391,/gg. anye iv
1392,/
1393,/
1394,/
1395,/mah vi
1396,/
1397,/gg. arj
1398,/
1399,/bou
1400,/drup 1
1401,/
1402,/art utara
1403,/bel
1404,/pahlawan 1
1405,/
1406,/mer
1407,/simo xii
1408,/
1409,/merd
1410,/cipi jaya
1411,/
1412,/
1413,/
1414,/
1415,/jl. pan
1416,/mulia 1
1417,/
1418,/
1419,/golf mans
1420,/
1421,/
1422,/
1423,pasar tengah/
1424,/
1425,/
1426,/
1427,/gg. alhi
1428,/abdu i
1429,/
1430,/
1431,/
1432,/
1433,/ahmad yani
1434,/gint
1435,/ir. soek
1436,/dur
1437,/
1438,/
1439,/gay x
1440,/
1441,/lor man
1442,/suka
1443,/
1444,/
1445,/dul
1446,/keta utara
1447,/
1448,/
1449,/haji a malik
1450,/jl jemur ngaw
1451,/mahya
1452,/sindu
1453,/peru sari
1454,/
1455,/
1456,/
1457,/
1458,/
1459,/
1460,/lan
1461,/
1462,/
1463,/raya kebay lama
1464,/murai
1465,/
1466,/prabumu
1467,/tel sara iii
1468,"/jl. tam asri,"
1469,/
1470,/ajiba sec
1471,/gun bal
1472,/raya han
1473,/
1474,/bin raya 1
1475,/
1476,/jl bukit cin
1477,/jl. soekarno hatta
1478,/g a
1479,/jend. ahmad yani
1480,/
1481,/gelu
1482,/merd
1483,/sate timur ii
1484,/
1485,/perta
1486,/mel raya
1487,/
1488,/gg. anjas
1489,/raya tum
1490,/
1491,/
1492,/
1493,/jl. tb
1494,/lkr blim indah
1495,/
1496,/
1497,/raya bla
1498,/
1499,/
1500,/pen
1501,/m. kahfi
1502,/cammi
1503,/gg. palem i
1504,/
1505,/kec raya
1506,/
1507,/
1508,/bro saw i
1509,/
1510,/mawar barat xiv
1511,/
1512,/jl tanj duren baratruko greenv/
1513,/erma
1514,/
1515,/
1516,/
1517,/
1518,/
1519,/gun rinj i
1520,/
1521,/madr
1522,/kyai
1523,/jl. pan arum
1524,/gg. iii e
1525,/lor 11
1526,/
1527,/sura
1528,/mala iv
1529,/mukti
1530,/ngadi
1531,/gg. mawar
1532,/bat indah iii
1533,/
1534,/
1535,/
1536,/
1537,/tan
1538,/praja
1539,/lum 3
1540,/nn
1541,/
1542,/perk
1543,/
1544,/
1545,/hayam wuruk
1546,/raya bua
1547,/
1548,/
1549,/sawe
1550,/lempu iii
1551,/
1552,/cili i
1553,/
1554,/haji mean raya
1555,/
1556,/kar lem
1557,/suka damai iii
1558,/man
1559,/jl. nusan
1560,/
1561,/
1562,/rin
1563,/h.ja
1564,/jl. temenggung
1565,/dur iv
1566,/
1567,/
1568,/
1569,/
1570,/gun sah 11
1571,/sardi
1572,/angg
1573,/
1574,/
1575,/pus
1576,/
1577,/
1578,/jend urip sumoh
1579,/
1580,/
1581,/niaga raya
1582,/ramb
1583,/
1584,/
1585,/
1586,/
1587,/
1588,/
1589,/
1590,/jl. gaj gg. istiq
1591,/
1592,/aster 1
1593,/teratai 1
1594,/hr. soe
1595,/
1596,/ramb 8
1597,/
1598,/imam bon
1599,/kre raya
1600,/ambul
1601,/tukad yeh
1602,/
1603,/gg. i
1604,/haji sel
1605,/pluit barat 7
1606,/
1607,/lor
1608,/mang vi
1609,/raya sema
1610,/
1611,/kamp utan
1612,/janu
1613,/
1614,/
1615,/
1616,/gg. h. ger
1617,/jl. ikan
1618,/
1619,/
1620,/
1621,/
1622,/raden saleh 1
1623,/raya bek timur
1624,/
1625,/let supr
1626,/
1627,/
1628,/
1629,/jend gatot subr
1630,/kra i
1631,/raya sad
1632,/katu
1633,/
1634,/kent iv
1635,/
1636,/
1637,/
1638,/
1639,/
1640,/kart
1641,/
1642,/nga jaya barat i
1643,/jend sudi
1644,/man pad
1645,/gg. h. main
1646,/
1647,/jl. kead raya
1648,/gajah barat iv
1649,/pon jaya
1650,/
1651,/duta mas viii
1652,/tengah
1653,/ban sari
1654,/
1655,/
1656,/bal i
1657,/kamp peka
1658,/dukuh kara vi
1659,/
1660,/raya serang
1661,/
1662,/
1663,/
1664,/
1665,/kaw
1666,/cen
1667,perumahan golden land/
1668,/asam i
1669,/haji risan i
1670,/
1671,/bandung
1672,/
1673,/jend sudi
1674,/imam bon
1675,/laksa 4jembatan lima/
1676,/dr. sut
1677,/
1678,/
1679,/mah iii
1680,/graj
1681,/
1682,/
1683,/
1684,/
1685,/gg. h.
1686,/
1687,/sunan ampel
1688,/
1689,/
1690,/
1691,/nan - cira
1692,/tulip
1693,/pasir putih
1694,/
1695,/
1696,/
1697,/
1698,/raya cile
1699,/
1700,/
1701,/kap h sula saleh
1702,/jl. paccerakkang
1703,/jl. basuki
1704,/
1705,/
1706,/jaga barat
1707,/
1708,/gg. ser dinar
1709,/
1710,/jl. pes gard
1711,/
1712,/
1713,/jl s
1714,/mojo
1715,/
1716,/ahmad yani
1717,/
1718,/raya jomb
1719,/kh wahid has
1720,/
1721,/jeng
1722,/kh noer ali
1723,/arca
1724,/suto
1725,/jl. laksa adisucipto
1726,/sem jaya iii
1727,/darmo iv
1728,/kam
1729,/
1730,/
1731,/game
1732,/
1733,/
1734,/cigan
1735,/
1736,/
1737,/
1738,/
1739,/pak
1740,/
1741,/persa raya
1742,/
1743,/jambu
1744,/
1745,/
1746,/
1747,/jend sudi
1748,/
1749,/kamal raya
1750,/
1751,/
1752,/
1753,/hibi
1754,/
1755,/sura
1756,/prof ir must
1757,/
1758,/
1759,/
1760,/gg. h.a wahid
1761,/
1762,/
1763,/pandu
1764,/kidul
1765,/jend urip sumoh
1766,/nasio
1767,/d. i. panja
1768,/ahmad yani
1769,/gg. mawar
1770,/assyafi
1771,/kap dok prak
1772,/
1773,/
1774,/tegal sari iii
1775,/
1776,/pulau banda
1777,/pang hida
1778,/pluit ker 3
1779,/suh
1780,/
1781,/batas
1782,/surabrata
1783,/
1784,/
1785,/graha bint
1786,/
1787,/
1788,/
1789,/rapp utara
1790,/ker
1791,/dok maka i
1792,/betoyo
1793,/
1794,/mucliha
1795,/gar iii
1796,/gg. man iii
1797,/
1798,/
1799,/mega 3
1800,/h faqih usman
1801,/ciku baru x
1802,/raya par
1803,/merk
1804,/
1805,/
1806,/soek hatta
1807,/
1808,/
1809,/jl. lun jaya dalam
1810,/gg. 5
1811,/
1812,/
1813,/
1814,/permata
1815,/
1816,/waru
1817,/jl. bana
1818,/
1819,/jl. raya
1820,/dur
1821,/sela
1822,/
1823,/sun road
1824,/lin barat
1825,/gg. jalas veva
1826,/nusa indah
1827,/jend sudi
1828,/
1829,/
1830,/
1831,/
1832,/
1833,/
1834,/pon hijau ii
1835,/adnan
1836,/sewu
1837,/
1838,/ban viii
1839,/jl. pela
1840,/
1841,/
1842,/
1843,/gg. hard
1844,/pahl
1845,/pad golf i
1846,/jl. abdu
1847,/
1848,/aka ii
1849,/angs vii
1850,/
1851,/jl. ra kart
1852,/gg. iii
1853,/
1854,/
1855,/
1856,/
1857,/arj utara
1858,/
1859,/
1860,/
1861,/jl. sudi
1862,/jagak
1863,/
1864,/
1865,/
1866,/
1867,/
1868,/
1869,/
1870,/fajar
1871,/d
1872,/lebak bambu
1873,/pul
1874,/ked sroko
1875,/kap hana
1876,/gg. lebar
1877,/
1878,/cile
1879,/kamp cibe
1880,/
1881,/
1882,/murad
1883,/
1884,/
1885,/
1886,/
1887,/gg. ii
1888,/
1889,/
1890,/abdul muis
1891,/
1892,/
1893,/
1894,/kat 2
1895,/
1896,/haji abdu
1897,/
1898,/vete
1899,/kama
1900,/
1901,/soet
1902,/wij
1903,/marga jaya i
1904,/jl.
1905,/
1906,/poasia
1907,/
1908,/geja
1909,/
1910,/ciman
1911,/
1912,/yos suda
1913,/jl. asia
1914,/jl. raya
1915,/
1916,/
1917,/
1918,/
1919,/agung
1920,/
1921,/mandil
1922,/
1923,/
1924,/jl. kar bol raya
1925,/damai iv
1926,/
1927,/
1928,/dusun iv
1929,lapangan pana/
1930,/jl. majapahit
1931,/das indah
1932,/raya reng
1933,/
1934,/ahmad karim
1935,/bet raya
1936,/
1937,/pemuda
1938,/
1939,/
1940,/kap
1941,/sanga
1942,/raya bandu
1943,/man dua raya
1944,/gang asli
1945,/dep x
1946,/tung
1947,/
1948,/
1949,/
1950,/tanj raya
1951,/batut
1952,/opal iii
1953,/
1954,/
1955,/gg. 6
1956,/
1957,/puske
1958,/raya seng
1959,/jl. raya dram
1960,/
1961,/
1962,/sochibin
1963,/manu lor iii
1964,/
1965,/geb muti iv
1966,/
1967,/haji aspr
1968,/terom
1969,/
1970,/matt
1971,/ban 3
1972,taman edukasi/
1973,/pulau flo
1974,/marg raya
1975,/
1976,/angg 2
1977,/unsahijab
1978,/
1979,/bul i
1980,/imam bon
1981,/
1982,/
1983,/ash
1984,/gem raya
1985,/
1986,/
1987,/
1988,/joglo raya
1989,/
1990,/
1991,/heri
1992,/jl. gud pel barat iii x
1993,/glad i
1994,/
1995,/bum
1996,/laba
1997,/plem viii
1998,/
1999,/merak iv
2000,/per
2001,/
2002,/randa
2003,/
2004,/dalam raya
2005,/
2006,/ura ten vii
2007,/jl. yudis
2008,/
2009,/
2010,lapangan sumberjati/
2011,perumahan mastrip/
2012,/afr
2013,/gg. sur
2014,/gr b. utara x
2015,/jl. lin medan
2016,/gun tangk per
2017,/
2018,/
2019,/sala
2020,/
2021,/pahl
2022,/jl pemb vi
2023,/gg. 2
2024,/
2025,/kaka
2026,/cimab
2027,/sul iska muda
2028,/
2029,/jend sudi
2030,/gyu-
2031,/
2032,/
2033,/setia
2034,/
2035,/
2036,/
2037,/
2038,/joko
