id,POI/street
173,/pasar pagi
174,/keta kali
175,/pon kelapa 3
176,/haji hamb
177,griya zakia madani/jl. cendrawasih raya
178,/nanas vii
179,ruko perum krapyak/
180,bca finance/
181,/pu asih v
182,pencucian salju pw/jend a yani
183,/ploso vi
184,/amal
185,/ism
186,/poris resid
187,/
188,/griya kebr sela viii
189,kpri makmur/jend gatot subr
190,/
191,/ruko shoph
192,/kar anyar e
193,/nuri i
194,/sami
195,/waturen
196,/jaksa agung suprapto
197,/
198,/kerja bakti 3
199,/peri kem
200,hacienda mexicano/
201,/pon rum
202,/gg. hj senin
203,/kebon man ii
204,/dr man besar
205,/tol caw pluit
206,/pat - boja
207,/cipa
208,/r suka
209,/jl raya cina
210,/mari raya
211,ayam gepuk pak blan/
212,/kali udik iii
213,/
214,/dok muwa
215,/
216,/watu damar
217,alam permai/
218,/pon cabe raya
219,/dukuh rejosari
220,/jenderal gatot subr
221,/tanjungpura-simpang pangk susu
222,pergudangan sinar buduran/
223,/gg. st. ibu ii
224,komplek arab/
225,/
226,/andi pange petta
227,/suka karya
228,/
229,/cib
230,/raya ker
231,/
232,/gg. h. bahr
233,/aup barat iii
234,/ame ix
235,dr yas spb/
236,kramat jaya/
237,/tenun suka
238,/jl. kedon lor i jl. kedon
239,/mekar wangi
240,/margo
241,/raya pamu per
242,komplek puri citra/
243,/gajah mada
244,hj. umi salamah/
245,kios yoga/lin timur
246,komplek bea cukai/
247,/desa hur
248,rest elby/
249,/gabus
250,/dep pay neg
251,seruni hills/
252,/tebet timur tebet timur dalam ix c
253,amaq said/lin sumb
254,/cem ii
255,/jend r.s. soek
256,/got roy
257,/amp i
258,/liga raya
259,/poros sam
260,cunda plaza/
261,k5 shop/raya cila k. k. o.
262,/teru kopo
263,/jl. gn. krak iv b
264,/amir mah ix
265,/raya kerob
266,/bante baru
267,/nasi 23
268,/musi 3
269,/pesa
270,/sent
271,taman berm/
272,/merp
273,/cija hilir
274,/ketintang baru xvii
275,golf lake residences/
276,polsub sek pegangsaan/
277,/arif rah hakim
278,trio busana ibu hj tatik/
279,/puri tirta kenc
280,/padema timur 7
281,jin mas motor. pt/
282,/dupak masi iii
283,/aris muna
284,/brig h. has basry
285,/panga dlm i
286,/
287,/griya citra pers
288,/jl. re. martadinata
289,/
290,/haji asm
291,puncak mulya/
292,/gg. pd. asri
293,/raden kusno
294,/alun-
295,/mojor gg. 8
296,/setia
297,/gg. 4
298,nova jaya abadi/
299,/letj supr
300,/let. tuki
301,/pulo mas barat v
302,/mand 1
303,/bunga ram i
304,/kali ten xvii
305,/per
306,/suka 4
307,toko tia/air hitam
308,/keri
309,psyco funky/
310,graha sampurna/
311,/kedon
312,/daksa barat
313,/raya kar sela
314,dua putri bang napy/
315,/
316,/joglo raya
317,"/menan ii, gg. ang"
318,/ken 3
319,/haji m joni
320,/raya cibe
321,/anti
322,/vete
323,/jl. dr. wahi sudi i
324,/diponegoro iii
325,/makam
326,casablanca mansion/
327,/persa 3
328,/gang bers
329,aa pizza & burger/
330,/raden inten ii
331,graha situsari permai/
332,/kamp kera
333,/seram baru
334,/sut sisw
335,/sat kulon 2
336,kafe om kumis/kelur batu kota
337,/
338,/
339,/jl jend sudi
340,toko jp/
341,/agung utara 15
342,/jago raya
343,/nasi iii
344,/dr. wahi s
345,/alhid
346,/kh. yasin
347,/kop sang cab. maum gajah mada
348,tpa nurul ibtida/pohroh
349,/kedam
350,/
351,/kamp bal sela
352,/kepa duri mas
353,/dr setia budi
354,/gg. gajah mada
355,/pang polim
356,/raya rancas
357,polsek sedati/raya pulu
358,/gg. nan
359,gedung keuangan negara/
360,/sawo
361,/fachr raya
362,komplek civic center/
363,/jl. hijau raya
364,/sos
365,kopwan nita kenanga/
366,/
367,/kh has ash
368,/kp.tla gun putri
369,ace hardware/
370,badan infor & komunikasi nasional/
371,/
372,/pilangsari
373,toko benang sb/
374,/bendu hil
375,/maha iii
376,/tera ii
377,/sarj
378,/mawar ii
379,/sumi
380,/suk ii
381,/nak 4a
382,/cian
383,/usman
384,vegetarian food/stas kota e
385,/
386,/raya pai
387,/cluster pot jambu
388,/surya kenc
389,/pand rini i
390,/jl. sam ratul jl. sagan
391,/unt suropati
392,/
393,/a
394,/buana asri raya timur
395,tani/
396,/bua i
397,/kar indah
398,kincai perabot/
399,/jenderal hug imam santoso
400,/gun seul
401,/med utara iii
402,/pulau bida
403,stel velk heri/wara 8
404,/gg. kal
405,/dr. cipto
406,/gg. rukun
407,/gajah mada
408,/brand iv
409,/pram
410,smp neg 1 muarak/
411,/kra utara
412,/melati iii
413,/sea
414,/
415,perum griya ciledug/
416,/keta
417,/ceger raya
418,/perum cika per
419,/sun mas ten e
420,smps plus as-sa/
421,/
422,/sat i
423,/alec boule timur
424,/dewi sart
425,pasar kar perintis bumi/
426,/dah tanj
427,warung nasi putra/
428,warung jengkol/
429,/man dua raya
430,/raya mayor oking jaya atm
431,/
432,/palem
433,/gajah mada
434,bakso malang dan es kelapa/
435,/utama
436,rumah susun jatirawasari/
437,plataran bromo/
438,/wis lidah kul iv
439,/cipi jaya iv
440,/swad iv
441,/lor tan raja
442,/jl. ten kar gg. ii
443,/game 5
444,toko anta sari/haji ahmad
445,malioboro gallery and bistro/
446,/outer ring road
447,/mamp prapatan 2
448,/raya boj ren
449,kios manik/
450,/
451,/raya naro
452,/dukuh kupang nges dukuh kupang ii
453,/jaksa agung r. soepr
454,/sekar pud gang ii
455,/
456,/dur 1b
457,/danau batur 7
458,/nasi iii
459,/jl. baba prat xxii y
460,/ga hon kus
461,/mil
462,/puri serp 2
463,/kudu raya
464,aries dental/
465,/pen timur i
466,/peri kem
467,/serd baru vlll
468,/bido 1
469,terminal cijulang/
470,buana impian 2/
471,pr sukun/
472,/gg. sai
473,/kuni raya
474,/hijas
475,/madr
476,/h o s tjokroa
477,/raya batujajar
478,/tmp trik
479,/gg. 1
480,/
481,hard suparmi/ahmad yani
482,masjid bai hikmah/
483,/bhayan tugu
484,/gg. wari
485,toko bint mas/
486,/air camar
487,perum langensari indah/
488,/danau laut tawar
489,/t pang polem
490,/jl. bumi mas raya
491,welo'v gift/bota gar
492,toko kaca amanah/
493,/pin 6
494,/
495,/
496,resto cabe merah/
497,/jl. raya kalisuren
498,/rs fatma
499,kos sekar tama/soek hatta
500,/pabu
501,/j pamij
502,organic food melilea/
503,sofia salon musl/kali lapan
504,/setia budi
505,/raya bal
506,/tanj sa'ar
507,/palebon iv
508,perumahan bayur sarana indah/
509,adisan photo copy/
510,/pang besar sudi
511,/jati rajungan raya
512,/bog ra
513,/griya kenc
514,/jojo peri 3
515,/
516,/pemb iv
517,dogi park waterboom indrapura/
518,fk computer/kus ban
519,primkop kartika pratama rata yudha/
520,/teuku umar
521,/sido
522,/wol mon
523,/tam aji raya
524,/raya sokka
525,/pajaj
526,sd negeri bulupa 03/
527,/cluster keri
528,/pend
529,btn cabalu/
530,/kart iv dalam
531,mts swa nurul hida palembang/
532,/jati ben ii
533,buana impian 2/
534,/
535,/hayam wuruk
536,ltc glodok/
537,/teluk bet
538,/raya indra
539,/maulana hasan
540,/raya semi
541,pemancingan galatama nr/
542,/brawi
543,/hos cokr
544,taman lansia/
545,taman suropati/
546,/jl. lan 2
547,/catur tung
548,/mel
549,/jl. borong indah
550,/
551,/bel i
552,/mal raya
553,/jln. suka damai
554,/jl. cikon jl
555,/
556,/gg. kali
557,/
558,/sawo
559,/angg dalam
560,moena fresh denpasar/
561,toko pray/
562,/tang turi
563,/cepi
564,/mer
565,musholla al-ikhwan/
566,/yos suda
567,dapur cokelat/kesa dalam
568,/darm
569,/jl. boule raya grand
570,/jamba
571,sarana niaga cargo/h o s cokr
572,/bukit indah 1
573,/gg. dah
574,/hos. cokr
575,/utan panjang utan panj iii
576,bali trip utama pt/
577,/pram
578,/
579,/kundur barat
580,d tra agen bus pariwi/
581,/muti depok
582,/gajah dem
583,/
584,toko tale/
585,/mar
586,/paku jaya per
587,sd negeri banjar banjaretno/
588,/jl.li timur
589,/jela madya utara
590,/bung karno
591,/jalan haji ah wasi
592,/haji ism
593,/dhar ix
594,/rad sal gg. h ar
595,/tukad bar i
596,/kali sela
597,/gg. setia
598,/cipu raya
599,/h. sai
600,/raja xi
601,pos ketan legenda/
602,/raya kanda gun
603,/gg. pel 6
604,/lumbu barat raya
605,/sul ageng tirta
606,/jak
607,/pasar baru 1
608,/sutir raya
609,/gg. madr
610,/cele 1
611,/
612,/jl. faq usm
613,/sei hitam
614,/ahmad yani
615,/dewi sart
616,steam ayani/ahmad yani
617,depot sego tabok krian/
618,/pan batu bol
619,/jl. urip sumoharjo
620,/sul agung
621,/topaz raya
622,/
623,toko kaca ks/
624,/prop
625,/sib dalam 1
626,/kara wadas
627,/raya solo - yogyak
628,atm bank bukopin/adi suma
629,/rawa sela gg. angs
630,najah cafe mawar/
631,/raya leu
632,/
633,perumahan bumi asri/
634,/
635,/
636,/
637,/kenc resid
638,/raya mauk
639,sewa gaun penga dan make up murah/
640,/angg nel
641,/lamt
642,/simp manak
643,toko bang safira/
644,bali children foundation/raya kesa
645,/laks
646,/haji nam
647,/gun singga
648,/smp 1
649,/nga tirto ii
650,/joko ting
651,/flamb
652,/gang tela
653,/jl. de latinos
654,/
655,/beruang
656,/bat ku med
657,/amp iv dalam
658,/cassa
659,/simp stas
660,/kyai has
661,payas bali ukir bitera/
662,/jl .lintas sumatera
663,/gg. rah
664,/gg. rez
665,/gg. kera
666,/pad mekar
667,/kebon nanas utara ii
668,alinda kencana 2/
669,/gun pap
670,/jl. kahur 4
671,/kali timur dalam
672,tpa darul abror/
673,/
674,perumahan wahana/
675,/tak tlagah
676,warung jengkol/
677,/danau elok 9
678,/ko. pusk a dam v brawi
679,/jend bas rah
680,/pem
681,/angs iv
682,/kepundung
683,/jalan raya banja
684,/lawang
685,/ketin baru sela
686,/
687,/taman perm indah 2
688,/jl. manis ii
689,/tebet timur tebet timur iv
690,simpang manunggal/
691,/nag
692,/raya batu
693,/g cend
694,/cangu
695,/brig katamso
696,ibox pentacity/
697,/ked anyar buntu vii
698,/k h fakhr
699,/citayem
700,gmim betel pintu besar/
701,/setro baru ix
702,/kebun raya
703,toko liliana/
704,/mel indah 3
705,/raya paha - ngab
706,/cibu
707,/grand resid boule
708,/jend sudi
709,/jl. aria putra
710,toko kelontong/bobo
711,/tura barat dalam ii
712,/papa iii
713,/sabu baru iv
714,/nusa indah
715,/lem iii
716,/pangeran tuba angke
717,/dew
718,/perto glo blus
719,/jln raya lapan
720,/
721,/
722,/gemb sawah iii
723,/kend kol
724,/arj
725,/merah del v
726,the savia/
727,/jaya
728,/gor wergo wetan
729,/pulau hara
730,puncak mulya/
731,/
732,/swad pabu kulon
733,/komp sek. neg cido
734,/
735,green garden/
736,/wig ten xi
737,/rawa sela 3
738,/datuk kabu
739,/raya pupuan-seririt
740,/kisa
741,super diesel/
742,/taw mangupancaran kasih - lawang/
743,koperasi sutra ketinggian/
744,/prima x
745,/gg. jat
746,/jl. k.z. abidin
747,/t orc bint
748,/suko
749,/raya mustik
750,/trans kal
751,/kebun man i
752,/dip
753,/jl. rawa dolar
754,/jaka 1a
755,/teuku cik diti gg. mel 3
756,/raya bandu
757,/jend. a. yani i
758,/raya cika pam
759,/kali baru timur iv
760,gedung pramuka/
761,ahli gigi dental edy/
762,/cend 1
763,/kena raya
764,tower sakura/
765,/jl. ras said
766,/gang srikandi
767,/
768,/raya jek pant
769,/margaluyu
770,/karya jaya
771,jawa tour dan travel/
772,/padat karya
773,harm voice vocal group/
774,/pro
775,/raya mojo
776,tanam rak mandiri indonesia/
777,/raya gondang
778,/gg. mulia
779,/jl raya narogong
780,/perumahan grand perm city
781,/sido jaya 7
782,/rawa cito
783,terminal tidar magelang/
784,/desa boj kulur 1jaya abadi sablon/
785,batu surau/
786,/
787,/desa leuwi
788,/let supr
789,haka teknik/
790,kp.nangoh irena/
791,/mel raya
792,dokter murod spog/k wulu
793,stasiun cibinong/
794,sabila collection/
795,/gg. siaga 1 dalam
796,metta collection/
797,mi swa mift muta allimin/
798,/
799,/macc ra
800,btn cendana indah/
801,ruko jalur sutra/
802,kayla baby shop/lin pada tin
803,/jl. h. saa
804,/mang dalam vi
805,/
806,/komp zeni menz
807,/seh
808,perumahan permata harmoni/
809,/indu
810,/komp hksn per
811,pulomas residence/
812,/gg. griya dadi
813,/dongk
814,/jalan tomang raya
815,/gar raya
816,/emer citra vi
817,/flamb
818,/
819,/andi map
820,/kar anyar
821,/lin suma
822,/baba loa
823,/kamp seula heu
824,/bumi citeu asri
825,/buah batu
826,/gg. ulun suan
827,/air mata
828,/peri kem
829,palm spring regency/
830,/ipda tut hars
831,/pur
832,cikamin makmur/
833,/kena raya
834,/sawo kecik 3
835,/cemp put ten xxv
836,/kayu gede 1
837,toko anya/
838,/
839,bu yoto/pac kuda
840,/flamb 1
841,/ir. h. jua
842,/sut jelita 2
843,/kasu
844,/ir. sut
845,ruko murni/
846,/
847,/raya setu
848,/cisan raya
849,kp kebon kopi/
850,toko emas putih nur syai'in/
851,/jl. raya duri
852,/st mali saleh
853,/kemb kun kulon
854,/
855,/duri pasar
856,/gent besar
857,/kendeng vi
858,/jend sudir gang damai
859,/mojo iii
860,/perum puri kosa 2
861,/pand lima raya
862,/swad pos
863,/gar
864,/serd ba 1
865,/danau biru
866,pondok karya agung/
867,/kolo sugi
868,/raya keb
869,/jl. subarang
870,/sema raya
871,/raya cila kko
872,/gg. kelu
873,/unt suro
874,/jl. pramuka
875,hotel mira/pang sudi
876,/raya tan lor 10
877,/perum bmi
878,/raya imb
879,/jl. brigjen sudiarto
880,/pag
881,/kaca pir
882,/pahl ser
883,/gar
884,/pulo wonok
885,masjid al muawanah/
886,/siliw
887,anugrah cell/
888,/ren
889,/
890,bakso salam 165/raya mabes hankam
891,griya melati mas/
892,/g. kisa
893,/pis kipas
894,/d
895,/
896,/
897,/jati
898,/jatil vi
899,/ranu
900,audy net/raya bat barat
901,/cari
902,/lam indah
903,/soek hatta
904,/cis kulon viii
905,taxi blue bird. po/
906,/vete
907,/pulo wonok
908,/bukit permata asri
909,ruko new zamrud f2/
910,es campur pak kardi/
911,/
912,/perum bangka resid
913,tb. anwar jaya/
914,/poros anab - seng
915,/kedon
916,/mahk ruby
917,/raya bek
918,/pawiy luhur
919,pelabuhan perikanan muara angke/
920,mega lestari residence/
921,/gajah mada
922,/dr. set
923,/kerung- barana
924,/pin perak ii
925,/pejan
926,sumber kera indus pt/raya ked asem
927,/cari
928,/lawu
929,/sekip
930,/gg. delta
931,/mas ar rau
932,toko pak asep/purba iv
933,/bizp boule
934,pt rudi putra banjaran/
935,/jl. suka karya
936,/
937,/alba raya
938,toko wij/
939,/arj 3
940,warkop bu tutik/
941,/puma
942,/purba iii
943,/swad 1
944,perumahan buana/
945,/cip
946,mitra saki toko/
947,"/buwek raya, gg. danau"
948,toko marka jaya/
949,/pondok mak
950,/raya jab sari
951,/peri kemerd
952,toko permata 29/
953,/per
954,/baba
955,/padma group
956,/
957,raudhatul ath miftahul ulum plosokerep/
958,/pahl
959,/raya lin pantai timur suma
960,/baru baba
961,/jl. raya narogong pangkalan 8
962,/pramb ii
963,/
964,/lebak rejo
965,/tasik
966,/perum green gar
967,/puri 13
968,/fla pes
969,/mas benda
970,/dewi sart barat viii
971,/jl pemuda
972,/kh.m
973,/lin ten sumatera
974,muara angke/
975,hedy salon/
976,/lin ten suma
977,/
978,waroeng lokal/
979,/cipa
980,/h. o. s. cokr
981,/trun 2
982,ksp tulus rezeki/
983,/cer
984,/wiy baru 3
985,/perm jin
986,/zam vii
987,/gg. vii
988,/kuri
989,/bb
990,/jeruk
991,/tar bha
992,/gg. banda
993,/
994,fauzi/
995,/puspa
996,/rafl iii
997,/haji kidi
998,/kalij ix meng
999,/pus v
1000,/tegal amba
1001,bii fse kci mayjen sungkono/
1002,/sumur band
1003,/
1004,/cen
1005,/bal dalam
1006,/jalan pajonga dg. ngalle
1007,/p. yapen 1
1008,/pisa baru timur
1009,/sido iv
1010,/haji dar cik
1011,/cemp mas barat
1012,"jasa pas marmer gra dan kra, kepu dalam, pegangsaan/"
1013,/manu
1014,/sema
1015,/sam
1016,wisma jayalaras/
1017,/jan
1018,/bani has
1019,/ang via
1020,/
1021,/tam aga
1022,/raya dean
1023,/ment utama
1024,/mete raya
1025,/ramb
1026,/prof. mokh. yamin
1027,/
1028,toko imuk wiyung/gang taman bha
1029,/
1030,/kem
1031,/stas gub stas gub
1032,/kamp bulu
1033,/ibu ing garn
1034,/club 02
1035,/
1036,/dewi sart
1037,/tanj alang
1038,/ker
1039,/kepol mah
1040,/sm. raja
1041,/taman palem raya
1042,arema les/
1043,/desa harjam
1044,komp perum jiep/
1045,nasi 1 plosowahyu/
1046,warung bu lisma/
1047,/ban
1048,/jalan galur sela
1049,/taman sent 3
1050,/
1051,ruko sudi centre/
1052,/raya made
1053,inaq zerah/
1054,/gun maha
1055,/jalan haji batong raya
1056,/nusan
1057,/
1058,sdn 03/
1059,/gg. i
1060,/h. har
1061,/kamp nias viii
1062,/gg. lokom 2
1063,/merb
1064,dinas perik dan peternakan amun/
1065,/mus
1066,cipag bogor/
1067,/pajaj i
1068,/
1069,mahakam/
1070,/kubis ii
1071,/perum ged cile damai
1072,/cemp v
1073,salon mukti/tel ram
1074,/muti gad timur
1075,/m dar
1076,/
1077,/kenj
1078,/teluk nib timur vi
1079,mitra abadi/
1080,/cabe
1081,/tegal kang viii
1082,/dr ir haji soek
1083,/janur kun xiii
1084,kios amelia/
1085,kpad pindad selatan/
1086,sd negeri 1 kasi/
1087,/ir. h. jua
1088,/mash
1089,/kamp rawa baru
1090,/praja dalam k
1091,tx tre zae zakse/
1092,/gajah mada
1093,erfina kencana regency/
1094,/yos suda
1095,mega lestari residence/
1096,/mush al hurri
1097,/
1098,coklat asiik/
1099,apotek zentrum rawama/cipi baru raya
1100,wisata bukit mas 2/
1101,/gala kapal
1102,/vil nu ind i
1103,karunia keluarga toko/mayor salim batu
1104,/toddo 18
1105,/suka dalam
1106,/puc rum
1107,/haji agus salim
1108,/rawa kuc ii
1109,/
1110,/tum wir
1111,/banjar tegal jaya
1112,/
1113,/gg. mark
1114,/pad timur iv
1115,/jl. pasar 16 ilir
1116,/raja kecik
1117,/batur raya
1118,plaza auto prima. pt/
1119,kp kebon kopi/
1120,/bek timur vi
1121,/pintu kapuk
1122,/kemu
1123,/puri
1124,/
1125,/jend ahmad yani
1126,/pulo prap raya
1127,es cen pajak kawat/
1128,/stad haji lukm sakepang
1129,/maru timur
1130,balai rupih/
1131,/turi
1132,/gg. jai
1133,/kh. has asy'
1134,rm 28/
1135,/haji kat pon serut iv
1136,/ser surip
1137,/pen mari
1138,/gg. has
1139,/
1140,/jl. anwar
1141,/ratu jaya
1142,/plosojenar sumoroto
1143,ganesha operation/perum gaia resi
1144,/panj par panj raya
1145,bk 3/
1146,/abdu daeng sirua
1147,/sanj raya
1148,/as-s
1149,/fat link sak- asem
1150,/perm jin
1151,gpdi iman bawen/sla riy
1152,/jl.t
1153,/teru h. nawi malik
1154,/jam b
1155,/kel
1156,/tukad batang
1157,bojong menteng/
1158,pasar puri baru/
1159,yayasan bakti mulia/
1160,/gg. pel
1161,/kes ii
1162,/gamp iv
1163,/
1164,firra taxi/
1165,/
1166,giant megaria/jl. dip
1167,/man vii
1168,toko rohidin/
1169,/gg. gn. pera 2
1170,/
1171,/
1172,/gg. sumba 2
1173,/ibra singad
1174,/perum must park place
1175,/sut cem 4
1176,/leg
1177,/con raya
1178,taman pal residence/jl. pal xi
1179,/nuri
1180,/tegal luwih
1181,/ploso ploso ii
1182,/k.h. bust
1183,/raya inkopad
1184,/bunga tero
1185,/pdam
1186,/sema 1
1187,/perum bukit cima villa
1188,/indra
1189,/villa muti cika
1190,/gg. mak
1191,/kre
1192,/bahari i
1193,/vete
1194,/p. dipone
1195,/jl.gelatik raya
1196,/taman med
1197,/gg.
1198,warung nasi ibu entin/pon bambu batas
1199,/prof. dr. saha
1200,/haji amsir
1201,/mas babuss
1202,/wij kus ii
1203,/
1204,/manukan loka
1205,komplek puri citra/
1206,/graha per x
1207,/perm cikarang sela
1208,kebab saudi arabian zahra/
1209,kost fajar/
1210,/rung mej sela iv
1211,/sutan syah
1212,/desa pen
1213,/
1214,/pon serut 2
1215,/perum pes singo
1216,/panji
1217,/jati padang jati murni
1218,/kebon kac 41
1219,paud dan taman kanak-kanak sejahtera/
1220,/taru
1221,gedung bank mega/
1222,/komp dpr 2
1223,/
1224,/taman pahl
1225,/truno
1226,/angg bulan 2
1227,/
1228,/poris indah raya
1229,/sunan ampel
1230,/brat wetan
1231,rumah sakit dedy jaya/
1232,/cima i
1233,/kolonel yos suda
1234,/
1235,/raya pad luwih
1236,/raya mojo
1237,/faqih jal
1238,perumahan golden land/
1239,/bonto duri 6
1240,wisma mg/
1241,/bukit gad raya
1242,/airla
1243,/gang budi utomo
1244,/raya tondano-ai
1245,/muha yamin
1246,/tan v
1247,telor gul berkah/
1248,/
1249,/raya blora - purwo
1250,/raya hanj
1251,/irian barat
1252,/
1253,/jalan ment ii
1254,/haji nas ii
1255,/hara jaya
1256,/pahl
1257,the papilion/kem raya
1258,/samp
1259,/kamp dusun jati
1260,tiuh tohou/raya gun sakti
1261,/kemu raya
1262,/
1263,/gg. suk
1264,/tanj burung utama
1265,/dah ii
1266,toko visco/buatan ii
1267,/gg. hro
1268,/pan raya
1269,bimba aiueo/
1270,perumahan nihan estate/
1271,musholla nurul khik/
1272,pondok pesantren/
1273,/muja
1274,/panj
1275,jembatan ampera/
1276,/raya cican
1277,/
1278,/
1279,lapangan fut tera/
1280,toko hawai/
1281,/del iv
1282,/raya pen
1283,/kebon kel
1284,cluster bumi tessa/
1285,pusat meu margo murah baru/
1286,/
1287,/d to
1288,/jl. bun
1289,/cere
1290,/kar ii
1291,/perum puri citra
1292,/roxy mas
1293,/dok saha iiib
1294,/hara mulia 4
1295,/gg. anjas
1296,/bukit dago
1297,/joe
1298,/raya suko
1299,/kyai tel
1300,/jl. jendral ahmad yani
1301,/mer sela
1302,/
1303,/gg. mel
1304,/ikan tenggiri
1305,bams/
1306,/kota bambu selatan kota bambu selatan iv
1307,mie ayam wa iti/
1308,/haji ibra
1309,/gg. 9
1310,/haji baron
1311,/kar empat 12
1312,/gar vi
1313,/kar turi
1314,ayid coffe/
1315,/gar raya
1316,/prop
1317,toko sk putra/
1318,honggosoco jekulo/
1319,/yos suda
1320,/perjuangan
1321,kedai rem aceh nyengs/
1322,tpq nurul ikhsan/
1323,indomaret/
1324,/mayor suj
1325,/ruhui rah
1326,/dr sut
1327,/kamp gun batu
1328,/haji much raya
1329,/puske
1330,willy salon/sorom
1331,bumiharjo kel./
1332,/ploso ploso timur iv
1333,/kh. moch. mans
1334,/kem mas barat
1335,sasak tinggi/
1336,/ger gitj
1337,sd swasta yp hkbp 4/
1338,/satu barat v
1339,kampung bahasa arab/
1340,/kenc iii
1341,/gg. swad
1342,/raya semp
1343,/arga barat i
1344,pondok pesantren/
1345,bandara halim/
1346,/
1347,/gg. mas
1348,/suka
1349,/tolo
1350,/raya bekri-b rejo
1351,/desa pada
1352,/bar
1353,/
1354,/gang 3
1355,/jalan cirebon
1356,/patr 2
1357,/gg. subur
1358,paradise resort/
1359,/ketin sela
1360,/da ba ii
1361,kale laundry/
1362,/raya cija
1363,/let her
1364,/sema raya
1365,perpustakaan asy-syafiiyah 02 dan 03 kota pekalongan/
1366,/bangun raya
1367,/
1368,/duren tiga duren tiga indah 1
1369,/qrisd
1370,/suhud hida
1371,pura dalem pengeragoan dangin tukad/
1372,/
1373,/ahmad yani timur
1374,suryagita sarana jaya pt/
1375,/berl 6
1376,/angg ii
1377,dokter gigi siti solekah/
1378,royal office building/
1379,wm arrohmah iringmulyo/
1380,/duk garut sela - gar
1381,/laksa muda adi suci
1382,/abdurra salehtinggal landas jomant pt/
1383,perumahan griya setia nusa/
1384,/raya gent
1385,/para iii
1386,/pon raya
1387,/jl. dek set
1388,green bay/
1389,/danau singk
1390,stasiun tangerang/
1391,/gg. anye iv
1392,/kayu putih sela
1393,/nuri lll
1394,pintu 3/
1395,/mah vi
1396,/pin ranti mans
1397,/gg. arj
1398,/d1 buntu
1399,/bou
1400,/drup 1
1401,/cilil kecil 2
1402,/art utara
1403,/bel
1404,/pahlawan 1
